record_id,date,origin,destination,shipping_mode,carrier,distance_km,weight_kg,cost_usd,cost_per_kg,cost_per_km,fuel_surcharge_pct,on_time
TR00398,2023-11-02,Istanbul,Jeddah,Air Freight,Maersk Line,3280,3094.8,2183.34,0.7055,0.6657,15.5,1
TR00399,2023-10-09,Dubai,Riyadh,Express Courier,DB Schenker,4095,6434.0,2808.26,0.4365,0.6858,13.6,1
TR00400,2024-11-19,Riyadh,Dammam,Road Transport,NAQEL Express,1644,7957.2,3175.76,0.3991,1.9317,6.4,1
TR00401,2024-11-27,Riyadh,Jubail,Express Courier,Saudi Post Logistics,7927,6964.1,2427.23,0.3485,0.3062,14.2,1
TR00402,2023-06-08,Munich,Madinah,Road Transport,Aramex,8130,6970.3,3140.38,0.4505,0.3863,3.5,1
TR00403,2023-12-12,Dubai,Dammam,Sea Freight,NAQEL Express,1364,4705.3,2476.25,0.5263,1.8154,4.9,1
TR00404,2023-09-11,Jeddah,Jubail,Air Freight,FedEx,6201,7254.4,5525.94,0.7617,0.8911,12.7,1
TR00405,2023-02-08,Riyadh,Riyadh,Sea Freight,Saudi Post Logistics,10010,8804.4,1496.02,0.1699,0.1495,12.6,0
TR00406,2023-09-16,Mumbai,Riyadh,Air Freight,FedEx,4214,4186.0,1862.96,0.445,0.4421,9.7,1
TR00407,2023-10-01,Jeddah,Dammam,Sea Freight,Aramex,3051,3940.0,2815.82,0.7147,0.9229,5.6,1
TR00408,2023-10-06,Shanghai,Dubai,Rail,DHL Global,12000,5618.6,3040.79,0.5412,0.2534,15.0,1
TR00409,2024-07-06,Shanghai,Jeddah,Rail,NAQEL Express,2105,9604.4,2397.08,0.2496,1.1388,16.8,1
TR00410,2024-12-11,Mumbai,Riyadh,Rail,Saudi Post Logistics,10761,2484.8,2901.85,1.1678,0.2697,10.2,0
TR00411,2024-12-02,Riyadh,Dammam,Express Courier,Agility Logistics,8872,1071.1,1030.61,0.9622,0.1162,16.7,1
TR00412,2024-09-02,Dammam,Dammam,Sea Freight,Agility Logistics,9660,5602.5,2517.64,0.4494,0.2606,16.8,1
TR00413,2024-12-20,Shanghai,Dammam,Rail,Agility Logistics,3580,916.6,709.8,0.7744,0.1983,10.3,1
TR00414,2023-10-10,Jeddah,Riyadh,Road Transport,DHL Global,6917,7089.1,2928.75,0.4131,0.4234,12.1,1
TR00415,2024-07-02,Jeddah,Dubai,Sea Freight,Aramex,4764,8334.1,4134.02,0.496,0.8678,12.9,1
TR00416,2024-07-05,Riyadh,Jubail,Sea Freight,NAQEL Express,8119,2424.3,2602.45,1.0735,0.3205,12.3,0
TR00417,2023-07-01,Dammam,Madinah,Air Freight,DHL Global,10457,9574.4,1962.78,0.205,0.1877,17.8,0
TR00418,2023-07-20,Shanghai,Dubai,Express Courier,DB Schenker,2050,4631.6,1045.02,0.2256,0.5098,6.5,0
TR00419,2023-06-16,Mumbai,Jubail,Sea Freight,NAQEL Express,7473,6039.7,1434.03,0.2374,0.1919,7.6,1
TR00420,2024-04-10,Munich,Jeddah,Air Freight,Maersk Line,3605,4011.8,3420.73,0.8527,0.9489,4.8,1
TR00421,2024-12-26,Munich,Riyadh,Air Freight,NAQEL Express,8723,7214.8,3663.69,0.5078,0.42,12.5,0
TR00422,2024-02-21,Munich,Jubail,Air Freight,DHL Global,4677,1291.3,440.29,0.341,0.0941,12.1,1
TR00423,2024-09-11,Dubai,Jeddah,Air Freight,FedEx,9636,3067.7,2546.04,0.83,0.2642,3.5,1
TR00424,2023-02-20,Mumbai,Riyadh,Rail,NAQEL Express,1935,3673.0,1540.43,0.4194,0.7961,8.8,1
TR00425,2024-03-16,Riyadh,Riyadh,Sea Freight,NAQEL Express,3412,2705.8,1811.47,0.6695,0.5309,17.7,1
TR00426,2024-01-05,Munich,Jeddah,Air Freight,Agility Logistics,10433,4024.6,1861.79,0.4626,0.1785,13.3,1
TR00427,2024-03-29,Dammam,Jeddah,Air Freight,NAQEL Express,447,5843.0,1700.73,0.2911,3.8048,5.4,1
TR00428,2024-06-12,Shanghai,Dammam,Express Courier,FedEx,1579,9564.4,1193.5,0.1248,0.7559,12.0,1
TR00429,2024-11-07,Riyadh,Madinah,Sea Freight,FedEx,3395,183.0,536.34,2.9308,0.158,16.1,1
TR00430,2024-09-01,Dammam,Madinah,Rail,Saudi Post Logistics,944,9269.6,6156.24,0.6641,6.5214,13.6,0
TR00431,2023-05-31,Dammam,Dammam,Express Courier,Saudi Post Logistics,11127,7179.2,2971.77,0.4139,0.2671,7.9,1
TR00432,2024-08-19,Mumbai,Madinah,Express Courier,FedEx,9925,9666.8,2057.76,0.2129,0.2073,3.4,1
TR00433,2024-03-23,Shanghai,Riyadh,Rail,Aramex,9000,6998.4,4877.74,0.697,0.542,16.6,0
TR00434,2024-08-01,Mumbai,Dubai,Road Transport,FedEx,9847,8247.3,2552.38,0.3095,0.2592,8.2,1
TR00435,2024-06-21,Mumbai,Jeddah,Sea Freight,DB Schenker,6778,8707.0,5430.67,0.6237,0.8012,3.9,1
TR00436,2023-12-22,Munich,Dubai,Express Courier,DB Schenker,3076,1792.9,929.94,0.5187,0.3023,7.1,1
TR00437,2023-11-10,Dammam,Jubail,Air Freight,FedEx,6208,3243.5,1881.36,0.58,0.3031,13.8,1
TR00438,2024-02-22,Riyadh,Jeddah,Road Transport,Agility Logistics,6309,1312.3,1190.69,0.9073,0.1887,12.3,1
TR00439,2023-09-25,Jeddah,Jubail,Rail,Saudi Post Logistics,7708,9695.1,8151.28,0.8408,1.0575,11.9,1
TR00440,2023-06-26,Riyadh,Riyadh,Air Freight,Aramex,6076,8897.3,3871.17,0.4351,0.6371,10.3,1
TR00441,2024-02-26,Munich,Riyadh,Express Courier,DHL Global,2516,9887.7,4159.45,0.4207,1.6532,9.9,0
TR00442,2024-04-30,Dubai,Madinah,Air Freight,FedEx,3410,4764.4,1474.76,0.3095,0.4325,17.6,1
TR00443,2023-06-13,Munich,Riyadh,Road Transport,DHL Global,3595,8757.7,2265.97,0.2587,0.6303,11.8,1
TR00444,2024-05-15,Dubai,Jubail,Air Freight,NAQEL Express,6194,8300.1,3075.96,0.3706,0.4966,3.7,1
TR00445,2023-02-19,Riyadh,Jeddah,Sea Freight,DHL Global,2536,6857.0,1380.16,0.2013,0.5442,12.7,0
TR00446,2024-10-23,Munich,Madinah,Rail,Aramex,4243,5498.3,1525.18,0.2774,0.3595,4.2,0
TR00447,2023-09-24,Shanghai,Dubai,Express Courier,NAQEL Express,11861,2706.8,2622.88,0.969,0.2211,14.7,1
TR00448,2023-11-03,Munich,Dammam,Road Transport,Maersk Line,6265,944.0,1329.59,1.4085,0.2122,10.3,1
TR00449,2024-02-09,Istanbul,Madinah,Road Transport,NAQEL Express,1897,5186.9,1641.48,0.3165,0.8653,12.2,1
TR00450,2024-01-27,Shanghai,Jubail,Air Freight,Saudi Post Logistics,6064,2538.7,1773.26,0.6985,0.2924,13.3,1
TR00451,2024-12-02,Mumbai,Dammam,Rail,Maersk Line,5633,9876.5,2962.6,0.3,0.5259,10.8,1
TR00452,2023-05-22,Mumbai,Riyadh,Rail,DHL Global,3778,7067.9,1305.51,0.1847,0.3456,11.1,0
TR00453,2023-04-16,Dammam,Madinah,Air Freight,Saudi Post Logistics,617,2463.3,656.52,0.2665,1.0641,7.9,1
TR00454,2023-02-16,Istanbul,Jubail,Sea Freight,Saudi Post Logistics,1481,3259.7,2331.76,0.7153,1.5744,13.6,1
TR00455,2024-01-29,Dammam,Riyadh,Rail,Maersk Line,293,5106.1,2364.0,0.463,8.0683,5.9,1
TR00456,2024-08-22,Jeddah,Riyadh,Sea Freight,DHL Global,8816,8830.0,5231.12,0.5924,0.5934,9.9,1
TR00457,2023-11-08,Riyadh,Dammam,Express Courier,Aramex,8111,2418.6,2226.15,0.9204,0.2745,17.5,1
TR00458,2023-12-30,Dammam,Dubai,Sea Freight,Saudi Post Logistics,8638,7960.2,6503.57,0.817,0.7529,15.0,0
TR00459,2023-01-15,Dubai,Dubai,Sea Freight,Agility Logistics,3929,8296.0,5336.36,0.6432,1.3582,6.6,1
TR00460,2024-08-24,Mumbai,Jubail,Road Transport,DHL Global,2217,8713.4,2200.72,0.2526,0.9927,17.6,0
TR00461,2024-05-21,Istanbul,Dubai,Express Courier,DB Schenker,8607,1514.7,1276.52,0.8428,0.1483,6.9,1
TR00462,2023-03-05,Shanghai,Jeddah,Sea Freight,NAQEL Express,1555,8339.6,6582.49,0.7893,4.2331,12.4,1
TR00463,2023-08-16,Jeddah,Madinah,Sea Freight,NAQEL Express,5752,7039.0,3071.03,0.4363,0.5339,7.2,1
TR00464,2024-11-09,Dammam,Jeddah,Express Courier,FedEx,3131,426.3,726.92,1.7052,0.2322,5.4,1
TR00465,2024-07-16,Dubai,Riyadh,Sea Freight,DB Schenker,9455,7657.2,1927.23,0.2517,0.2038,11.5,1
TR00466,2024-02-22,Dubai,Jubail,Air Freight,DHL Global,10909,2191.8,2139.68,0.9762,0.1961,13.8,1
TR00467,2024-01-16,Dammam,Dubai,Express Courier,Aramex,3017,2783.9,1525.61,0.548,0.5057,8.5,1
TR00468,2024-03-27,Jeddah,Jubail,Express Courier,DHL Global,7479,8884.5,3208.39,0.3611,0.429,4.3,1
TR00469,2024-06-10,Jeddah,Dammam,Sea Freight,DHL Global,10676,2355.1,568.56,0.2414,0.0533,14.1,1
TR00470,2024-08-24,Jeddah,Riyadh,Road Transport,DB Schenker,3659,3062.5,2302.99,0.752,0.6294,5.1,1
TR00471,2023-10-06,Jeddah,Dammam,Rail,DHL Global,3216,8949.4,6485.43,0.7247,2.0166,8.7,1
TR00472,2024-03-27,Dubai,Madinah,Rail,Saudi Post Logistics,7184,3204.8,2725.81,0.8505,0.3794,16.0,1
TR00473,2023-04-06,Dammam,Madinah,Road Transport,Maersk Line,4902,7508.8,3411.59,0.4543,0.696,17.4,1
TR00474,2023-04-25,Munich,Dammam,Sea Freight,Aramex,8386,5609.1,2240.73,0.3995,0.2672,11.3,1
TR00475,2023-12-24,Shanghai,Madinah,Express Courier,Saudi Post Logistics,6822,1887.7,1322.66,0.7007,0.1939,17.6,1
TR00476,2024-07-20,Dubai,Jeddah,Sea Freight,Agility Logistics,7469,8890.3,3999.79,0.4499,0.5355,8.7,0
TR00477,2024-12-01,Dubai,Jubail,Air Freight,Maersk Line,1047,2960.4,1141.72,0.3857,1.0905,8.5,0
TR00478,2024-09-18,Jeddah,Dammam,Sea Freight,NAQEL Express,11173,5462.2,3498.84,0.6406,0.3132,6.3,1
TR00479,2023-12-14,Riyadh,Jeddah,Sea Freight,DB Schenker,2730,1087.5,680.47,0.6257,0.2493,10.8,1
TR00480,2024-06-18,Dammam,Jeddah,Rail,Aramex,2539,2634.8,845.45,0.3209,0.333,7.4,1
TR00481,2023-05-26,Riyadh,Jubail,Sea Freight,Aramex,2426,9528.9,2124.59,0.223,0.8758,8.1,1
TR00482,2023-01-04,Munich,Jeddah,Air Freight,Aramex,4715,8546.2,2978.57,0.3485,0.6317,16.2,1
TR00483,2023-12-14,Jeddah,Jeddah,Rail,DB Schenker,10414,5485.5,2736.75,0.4989,0.2628,6.8,0
TR00484,2023-01-13,Riyadh,Dammam,Rail,Aramex,5441,7679.1,4942.74,0.6437,0.9084,6.8,1
TR00485,2023-02-23,Dammam,Jeddah,Air Freight,Aramex,1488,3559.7,978.63,0.2749,0.6577,16.1,1
TR00486,2023-08-10,Dubai,Jeddah,Sea Freight,DHL Global,8329,4212.5,3496.63,0.8301,0.4198,15.2,1
TR00487,2024-10-16,Shanghai,Dammam,Rail,Maersk Line,9654,5193.5,2890.79,0.5566,0.2994,12.8,0
TR00488,2023-08-17,Shanghai,Jubail,Sea Freight,DB Schenker,940,1902.0,956.45,0.5029,1.0175,16.3,1
TR00489,2024-12-01,Riyadh,Dubai,Air Freight,Aramex,10155,9573.1,8364.89,0.8738,0.8237,16.3,1
TR00490,2024-10-28,Dubai,Riyadh,Road Transport,NAQEL Express,10568,9059.7,2018.35,0.2228,0.191,6.3,1
TR00491,2023-12-13,Munich,Jubail,Air Freight,Agility Logistics,113,7713.6,5171.01,0.6704,45.7612,15.9,1
TR00492,2023-07-18,Mumbai,Madinah,Express Courier,Maersk Line,6322,4439.1,1701.11,0.3832,0.2691,14.2,0
TR00493,2023-12-05,Riyadh,Madinah,Sea Freight,Maersk Line,5302,2517.1,633.62,0.2517,0.1195,17.9,0
TR00494,2023-05-12,Istanbul,Dammam,Air Freight,Aramex,1753,7953.1,3985.81,0.5012,2.2737,9.3,1
TR00495,2024-05-01,Jeddah,Jeddah,Air Freight,DB Schenker,1439,5243.0,946.21,0.1805,0.6575,14.8,1
TR00496,2024-07-08,Istanbul,Riyadh,Rail,Aramex,5377,8493.1,6388.5,0.7522,1.1881,4.1,1
TR00497,2024-06-15,Jeddah,Madinah,Road Transport,NAQEL Express,8662,8008.0,6104.22,0.7623,0.7047,10.0,1
TR00498,2024-08-18,Riyadh,Dubai,Express Courier,FedEx,3302,6563.8,1095.82,0.1669,0.3319,16.9,1
TR00499,2023-07-04,Mumbai,Jubail,Air Freight,DHL Global,6374,6077.5,4827.25,0.7943,0.7573,11.3,1
TR00500,2024-12-13,Jeddah,Jubail,Express Courier,DHL Global,5923,5482.4,885.32,0.1615,0.1495,4.4,0
TR00501,2023-08-30,Istanbul,Jubail,Rail,Saudi Post Logistics,8839,502.1,1178.03,2.3462,0.1333,6.4,1
TR00502,2024-09-01,Munich,Dubai,Express Courier,FedEx,1204,7064.9,5178.32,0.733,4.3009,13.8,1
TR00503,2024-04-28,Shanghai,Dubai,Express Courier,Saudi Post Logistics,8449,4103.3,3495.72,0.8519,0.4137,13.5,1
TR00504,2024-01-10,Munich,Dammam,Road Transport,FedEx,3694,5420.9,4136.52,0.7631,1.1198,17.4,1
TR00505,2023-04-16,Shanghai,Jeddah,Express Courier,FedEx,9505,6175.6,2423.1,0.3924,0.2549,11.6,1
TR00506,2024-05-28,Istanbul,Jeddah,Sea Freight,DHL Global,3952,4943.8,1859.47,0.3761,0.4705,11.1,1
TR00507,2023-02-04,Istanbul,Jubail,Express Courier,NAQEL Express,10857,1760.3,1373.95,0.7805,0.1265,14.6,1
TR00508,2024-02-11,Mumbai,Dubai,Road Transport,Maersk Line,1043,837.0,731.07,0.8734,0.7009,6.4,1
TR00509,2023-01-15,Jeddah,Jeddah,Sea Freight,Aramex,4262,6358.3,4213.14,0.6626,0.9885,6.0,1
TR00510,2024-04-01,Dubai,Madinah,Express Courier,Saudi Post Logistics,9657,5801.2,4882.36,0.8416,0.5056,14.2,1
TR00511,2023-07-25,Dubai,Madinah,Air Freight,DHL Global,3869,1600.1,1022.73,0.6392,0.2643,13.1,0
TR00512,2023-02-13,Istanbul,Dubai,Express Courier,DB Schenker,694,9786.5,1686.6,0.1723,2.4303,8.8,1
TR00513,2024-01-10,Jeddah,Jeddah,Sea Freight,FedEx,10017,6070.1,2474.61,0.4077,0.247,3.6,0
TR00514,2023-07-14,Dubai,Dubai,Sea Freight,FedEx,5126,1580.1,1258.22,0.7963,0.2455,13.5,1
TR00515,2024-11-08,Dammam,Dammam,Air Freight,Aramex,6108,9280.0,4019.78,0.4332,0.6581,13.7,1
TR00516,2024-07-16,Shanghai,Jubail,Road Transport,Saudi Post Logistics,5959,4271.3,1024.9,0.24,0.172,16.5,1
TR00517,2023-12-26,Shanghai,Dammam,Air Freight,DHL Global,10490,3482.5,1709.61,0.4909,0.163,11.9,1
TR00518,2023-10-29,Dubai,Jeddah,Rail,FedEx,3281,1626.5,1157.81,0.7118,0.3529,8.7,1
TR00519,2023-09-04,Dammam,Riyadh,Rail,DHL Global,1532,1621.6,900.61,0.5554,0.5879,3.1,1
TR00520,2024-04-30,Istanbul,Dammam,Sea Freight,DB Schenker,3329,1972.0,645.38,0.3273,0.1939,18.0,1
TR00521,2024-04-07,Shanghai,Madinah,Sea Freight,NAQEL Express,9062,1710.4,1488.7,0.8704,0.1643,17.0,1
TR00522,2023-04-25,Istanbul,Dammam,Air Freight,Maersk Line,10776,7257.9,3357.56,0.4626,0.3116,6.4,1
TR00523,2024-11-29,Jeddah,Dubai,Rail,NAQEL Express,8091,5142.9,4547.11,0.8842,0.562,8.5,1
TR00524,2024-07-26,Jeddah,Jubail,Road Transport,NAQEL Express,9211,4502.8,1956.78,0.4346,0.2124,16.2,1
TR00525,2024-11-12,Munich,Jubail,Road Transport,FedEx,1342,3890.5,2659.84,0.6837,1.982,12.2,1
TR00526,2024-01-24,Mumbai,Dammam,Sea Freight,Saudi Post Logistics,4731,690.6,723.75,1.048,0.153,12.3,0
TR00527,2023-06-03,Shanghai,Jubail,Road Transport,FedEx,6707,9442.3,5480.41,0.5804,0.8171,17.4,1
TR00528,2024-09-28,Shanghai,Jubail,Sea Freight,DB Schenker,6054,3237.7,903.83,0.2792,0.1493,4.7,1
TR00529,2023-12-18,Mumbai,Madinah,Road Transport,FedEx,9427,6692.1,1941.65,0.2901,0.206,8.2,1
TR00530,2024-01-05,Istanbul,Dammam,Rail,Aramex,11606,6105.2,4184.99,0.6855,0.3606,6.2,1
TR00531,2023-12-02,Mumbai,Dammam,Road Transport,FedEx,6793,7759.7,2700.81,0.3481,0.3976,6.4,1
TR00532,2024-05-10,Riyadh,Dubai,Express Courier,NAQEL Express,11725,4353.7,2124.26,0.4879,0.1812,14.4,1
TR00533,2023-10-04,Jeddah,Jubail,Express Courier,NAQEL Express,2028,7452.1,5329.7,0.7152,2.6281,14.2,0
TR00534,2024-07-28,Shanghai,Madinah,Sea Freight,Agility Logistics,4140,7199.8,5965.27,0.8285,1.4409,13.3,1
TR00535,2024-06-21,Istanbul,Jeddah,Rail,DB Schenker,7722,8073.0,7090.09,0.8782,0.9182,3.8,0
TR00536,2024-12-28,Istanbul,Jubail,Rail,Agility Logistics,1755,4626.0,2574.85,0.5566,1.4672,3.4,1
TR00537,2023-04-25,Dubai,Madinah,Sea Freight,Aramex,865,317.0,229.57,0.7242,0.2654,7.2,1
TR00538,2024-03-19,Dammam,Dammam,Road Transport,DB Schenker,51,9863.1,1206.52,0.1223,23.6573,10.0,0
TR00539,2023-11-07,Munich,Jeddah,Road Transport,Aramex,5022,2322.3,2012.23,0.8665,0.4007,9.3,1
TR00540,2023-01-21,Mumbai,Dubai,Express Courier,Maersk Line,9249,1511.4,640.52,0.4238,0.0693,9.0,1
TR00541,2023-06-26,Shanghai,Jubail,Air Freight,Saudi Post Logistics,5564,3481.0,1062.36,0.3052,0.1909,8.9,0
TR00542,2024-11-15,Jeddah,Jubail,Road Transport,NAQEL Express,11564,136.8,484.02,3.5382,0.0419,4.4,1
TR00543,2024-06-01,Riyadh,Dammam,Rail,DB Schenker,9563,7691.8,1484.03,0.1929,0.1552,8.6,1
TR00544,2024-06-19,Dammam,Dammam,Express Courier,DHL Global,3080,7698.8,4362.46,0.5666,1.4164,12.8,0
TR00545,2023-06-17,Mumbai,Madinah,Sea Freight,DHL Global,4579,1149.4,786.25,0.6841,0.1717,14.5,1
TR00546,2024-03-29,Dubai,Riyadh,Air Freight,Aramex,8862,3464.0,1238.09,0.3574,0.1397,10.0,1
TR00547,2024-06-16,Istanbul,Jubail,Rail,NAQEL Express,1962,6479.2,1697.26,0.262,0.8651,17.6,0
TR00548,2024-12-23,Istanbul,Madinah,Air Freight,NAQEL Express,8739,7349.2,4615.27,0.628,0.5281,14.8,1
TR00549,2023-01-26,Munich,Dubai,Express Courier,DB Schenker,8099,1656.7,1431.43,0.864,0.1767,5.0,1
TR00550,2024-05-21,Munich,Dammam,Sea Freight,Agility Logistics,3819,8291.7,3629.95,0.4378,0.9505,9.0,1
TR00551,2024-10-15,Shanghai,Dubai,Air Freight,DHL Global,1831,1740.0,1105.98,0.6356,0.604,13.8,0
TR00552,2024-07-09,Istanbul,Dubai,Sea Freight,DB Schenker,4072,4049.5,2364.54,0.5839,0.5807,10.4,1
TR00553,2023-04-18,Mumbai,Jeddah,Road Transport,Agility Logistics,4151,1343.8,1041.83,0.7753,0.251,16.1,1
TR00554,2024-12-05,Jeddah,Madinah,Rail,FedEx,5065,4040.3,3137.65,0.7766,0.6195,13.1,1
TR00555,2024-04-02,Mumbai,Dubai,Express Courier,Agility Logistics,445,4509.6,1820.17,0.4036,4.0903,6.6,1
TR00556,2023-03-29,Dammam,Dammam,Sea Freight,Saudi Post Logistics,7913,7160.2,6361.2,0.8884,0.8039,17.2,0
TR00557,2024-07-18,Dammam,Dubai,Road Transport,FedEx,7790,7909.6,1324.26,0.1674,0.17,13.6,0
TR00558,2024-10-02,Shanghai,Riyadh,Air Freight,Saudi Post Logistics,1391,5913.1,1600.69,0.2707,1.1507,3.0,1
TR00559,2024-02-26,Mumbai,Jeddah,Road Transport,FedEx,4952,5457.7,1550.33,0.2841,0.3131,16.3,1
TR00560,2024-02-15,Shanghai,Dammam,Air Freight,FedEx,4957,7074.9,4306.45,0.6087,0.8688,16.7,1
TR00561,2023-06-05,Shanghai,Riyadh,Sea Freight,FedEx,8520,9622.2,4385.23,0.4557,0.5147,15.5,1
TR00562,2024-03-19,Shanghai,Jubail,Express Courier,DB Schenker,8584,8822.6,4203.35,0.4764,0.4897,13.6,0
TR00563,2023-05-21,Dammam,Madinah,Air Freight,DB Schenker,8473,4860.1,4384.38,0.9021,0.5175,5.1,1
TR00564,2023-06-19,Dammam,Dammam,Express Courier,Saudi Post Logistics,10614,3356.9,2470.01,0.7358,0.2327,13.6,0
TR00565,2024-01-21,Shanghai,Riyadh,Sea Freight,Maersk Line,6446,4791.8,3186.04,0.6649,0.4943,15.5,1
TR00566,2023-03-14,Dammam,Riyadh,Sea Freight,DHL Global,1817,8527.5,5486.14,0.6433,3.0193,5.2,1
TR00567,2024-12-08,Riyadh,Dubai,Road Transport,Saudi Post Logistics,6459,2879.8,2578.13,0.8952,0.3992,12.8,1
TR00568,2023-08-26,Munich,Riyadh,Express Courier,NAQEL Express,671,9578.1,2188.55,0.2285,3.2616,3.2,0
TR00569,2023-12-03,Istanbul,Riyadh,Air Freight,DHL Global,9825,6741.6,3857.53,0.5722,0.3926,8.2,1
TR00570,2023-09-14,Munich,Dubai,Sea Freight,NAQEL Express,8796,5452.7,4593.99,0.8425,0.5223,11.9,0
TR00571,2023-10-06,Munich,Jeddah,Road Transport,DHL Global,2202,7007.9,1430.59,0.2041,0.6497,11.3,1
TR00572,2024-01-06,Mumbai,Riyadh,Express Courier,Maersk Line,7892,480.9,909.63,1.8915,0.1153,8.5,0
TR00573,2023-11-07,Munich,Riyadh,Rail,FedEx,4595,2657.9,2119.7,0.7975,0.4613,17.3,1
TR00574,2024-12-11,Dammam,Dubai,Road Transport,Maersk Line,3365,4310.9,1291.74,0.2996,0.3839,5.8,1
TR00575,2024-06-23,Dammam,Jubail,Sea Freight,DHL Global,8092,4317.3,3579.52,0.8291,0.4424,15.4,1
TR00576,2024-12-06,Istanbul,Jeddah,Road Transport,Agility Logistics,9043,9785.8,8052.48,0.8229,0.8905,8.6,1
TR00577,2024-08-23,Jeddah,Riyadh,Sea Freight,Agility Logistics,2282,7959.9,3499.29,0.4396,1.5334,16.3,1
TR00578,2023-02-12,Dubai,Jeddah,Air Freight,NAQEL Express,9120,9516.5,2177.89,0.2289,0.2388,5.9,1
TR00579,2023-02-18,Jeddah,Jubail,Sea Freight,DB Schenker,7394,4070.7,1305.17,0.3206,0.1765,12.8,1
TR00580,2023-02-19,Istanbul,Riyadh,Air Freight,Aramex,6761,1006.1,584.05,0.5805,0.0864,6.4,1
TR00581,2023-11-12,Mumbai,Jubail,Express Courier,Agility Logistics,8340,1734.5,2435.61,1.4042,0.292,6.8,1
TR00582,2023-05-23,Shanghai,Jubail,Air Freight,Saudi Post Logistics,10241,6057.9,3660.21,0.6042,0.3574,9.4,1
TR00583,2023-05-15,Riyadh,Dammam,Road Transport,Maersk Line,6248,4888.5,1818.16,0.3719,0.291,3.1,1
TR00584,2023-12-12,Dammam,Jeddah,Air Freight,DHL Global,9787,9933.2,7786.9,0.7839,0.7956,17.8,1
TR00585,2024-10-29,Munich,Dubai,Rail,Maersk Line,2309,5604.0,4268.7,0.7617,1.8487,11.2,0
TR00586,2024-08-22,Dammam,Madinah,Air Freight,FedEx,1760,7912.1,4583.2,0.5793,2.6041,11.8,1
TR00587,2024-08-03,Jeddah,Jeddah,Air Freight,Maersk Line,7173,6336.6,5265.29,0.8309,0.734,6.0,1
TR00588,2023-11-03,Istanbul,Dubai,Road Transport,Agility Logistics,8929,3161.2,1225.21,0.3876,0.1372,12.0,1
TR00589,2023-04-17,Shanghai,Jeddah,Express Courier,Saudi Post Logistics,1539,6629.2,1409.81,0.2127,0.9161,16.9,1
TR00590,2023-01-05,Mumbai,Jeddah,Express Courier,DB Schenker,7540,4557.7,3909.55,0.8578,0.5185,6.4,0
TR00591,2023-07-26,Istanbul,Riyadh,Road Transport,FedEx,4796,6462.7,2372.68,0.3671,0.4947,14.1,1
TR00592,2023-03-20,Jeddah,Dammam,Air Freight,Saudi Post Logistics,11785,4853.4,1114.59,0.2297,0.0946,6.1,1
TR00593,2023-03-08,Istanbul,Riyadh,Road Transport,Agility Logistics,2787,5871.5,1009.63,0.172,0.3623,8.1,1
TR00594,2023-10-12,Dammam,Jubail,Road Transport,Saudi Post Logistics,10564,9714.6,5072.32,0.5221,0.4802,8.5,1
TR00595,2023-12-07,Munich,Riyadh,Sea Freight,FedEx,6781,2560.2,2341.64,0.9146,0.3453,16.7,1
TR00596,2023-10-07,Mumbai,Jubail,Sea Freight,Saudi Post Logistics,9599,4302.3,2847.12,0.6618,0.2966,4.2,1
TR00597,2024-07-16,Dammam,Dammam,Sea Freight,DB Schenker,6714,888.3,870.35,0.9798,0.1296,6.2,1
